model,tier,task,task_label,method,context,repetitions,successful_jobs,failed_jobs,scoreable_jobs,score_coverage,f1_mean,f1_std
gemini-3.7-flash,3,tier3/task24,T3.10 E-alkene formation (1Q),rlm,100,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,3,tier3/task24,T3.10 E-alkene formation (1Q),rlm,500,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,3,tier3/task24,T3.10 E-alkene formation (1Q),rlm,1000,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,3,tier3/task24,T3.10 E-alkene formation (1Q),rlm,full,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),llm,100,5,5,0,5,1.0,0.714275,0.0
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),llm,500,5,5,0,5,1.0,0.648245,0.002681436182347084
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),codeact,100,5,5,0,5,1.0,0.8066378066378068,0.02916059217599022
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),codeact,500,5,5,0,5,1.0,0.6927411477411478,0.10091477939150037
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),codeact,1000,5,5,0,5,1.0,0.397595124532788,0.10023362049413906
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),rlm,100,5,5,0,5,1.0,0.8111832611832612,0.03546350361750683
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),rlm,500,5,5,0,5,1.0,0.7806055900621118,0.06754359242322909
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),rlm,1000,5,5,0,5,1.0,0.677404970760234,0.013396899331536576
gemini-3.7-flash,3,tier3/task6,T3.11-14 Amide couplings (4Q),rlm,full,5,5,0,5,1.0,0.8864320157034085,0.03504040947251413
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),llm,100,5,5,0,5,1.0,0.9318200000000001,0.0
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),llm,500,5,5,0,5,1.0,0.9333333333333332,0.0
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),codeact,100,5,5,0,5,1.0,0.9318181818181819,0.0
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),codeact,500,5,5,0,5,1.0,0.96,0.0
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),codeact,1000,5,5,0,5,1.0,0.8249643463497452,0.09455549370973242
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),rlm,100,5,5,0,5,1.0,0.9318181818181819,0.0
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),rlm,500,5,5,0,5,1.0,0.96,0.0
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),rlm,1000,5,4,1,5,1.0,0.7502402159244264,0.37512431726241474
gemini-3.7-flash,3,tier3/task7,T3.15-19 Group transformations (5Q),rlm,full,5,5,0,5,1.0,0.8506823225024315,0.043745648082673415
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),llm,100,5,5,0,5,1.0,0.990909090909091,0.018181818181818167
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),llm,500,5,5,0,5,1.0,0.9253539253539254,0.007231870835050892
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),codeact,100,5,5,0,5,1.0,0.9436363636363637,0.02181818181818178
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),codeact,500,5,5,0,5,1.0,0.6623529411764706,0.1988757327916747
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),codeact,1000,5,5,0,5,1.0,0.514255669670445,0.19545770907743462
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),rlm,100,5,5,0,5,1.0,0.9545454545454547,0.0
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),rlm,500,5,5,0,5,1.0,0.9034861929598772,0.024364519636456493
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),rlm,1000,5,4,1,5,1.0,0.7556628527841343,0.3803608000601981
gemini-3.7-flash,3,tier3/task8,T3.20-21 Protecting groups (2Q),rlm,full,5,5,0,5,1.0,0.9157368773566,0.08795007736175406
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),llm,100,5,5,0,5,1.0,0.9777777777777779,0.011111111111111117
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),llm,500,5,5,0,5,1.0,0.9686025641025641,0.004333333333333344
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),codeact,100,5,5,0,5,1.0,0.9888888888888889,0.01360827634879544
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),codeact,500,5,5,0,5,1.0,0.9707692307692307,0.0
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),codeact,1000,5,5,0,5,1.0,0.6314198286413709,0.10877416113266185
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),rlm,100,5,5,0,5,1.0,0.9888888888888889,0.01360827634879544
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),rlm,500,5,5,0,5,1.0,0.9577692307692308,0.025999999999999978
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),rlm,1000,5,5,0,5,1.0,0.9602630848979734,0.014912318015931715
gemini-3.7-flash,3,tier3/task9,T3.22-25 Named reactions (4Q),rlm,full,5,5,0,5,1.0,0.9120023249687488,0.06253777304220769
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),llm,100,5,5,0,5,1.0,0.8298989898989898,0.007272727272727275
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),llm,500,5,5,0,5,1.0,0.9473079999999999,0.019477706641183416
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),codeact,100,5,5,0,5,1.0,0.9595959595959596,0.0
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),codeact,500,5,5,0,5,1.0,0.9159052287581699,0.06639122549331475
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),codeact,1000,5,5,0,5,1.0,0.8625663637927268,0.011079635619304539
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),rlm,100,5,5,0,5,1.0,0.9640404040404039,0.008888888888888901
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),rlm,500,5,5,0,5,1.0,0.9417399804496579,0.03146386492546672
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),rlm,1000,5,5,0,5,1.0,0.871110376307918,0.001088674275680468
gemini-3.7-flash,3,tier3/task10,T3.26-30 Mechanisms I (5Q),rlm,full,5,5,0,5,1.0,0.7099857372232531,0.01774656404480195
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),llm,100,5,5,0,5,1.0,0.7595959595959596,0.0
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),llm,500,5,5,0,5,1.0,0.6518831168831168,0.039538150008851546
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),codeact,100,5,5,0,5,1.0,0.7551515151515151,0.008888888888888901
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),codeact,500,5,5,0,5,1.0,0.6491298701298701,0.03999092492769802
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),codeact,1000,5,5,0,5,1.0,0.6446830946830946,0.10244837575971076
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),rlm,100,5,5,0,5,1.0,0.7595959595959596,0.0
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),rlm,500,5,5,0,5,1.0,0.6607575757575758,0.0048484848484848355
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),rlm,1000,5,2,3,5,1.0,0.273028083028083,0.33458964458101953
gemini-3.7-flash,3,tier3/task10b,T3.31-35 Mechanisms II (5Q),rlm,full,5,5,0,5,1.0,0.4313044425346522,0.03670720191808503
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),llm,100,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),llm,500,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),codeact,100,5,5,0,5,1.0,0.7,0.2449489742783178
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),codeact,500,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),codeact,1000,5,5,0,5,1.0,0.7,0.2449489742783178
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),rlm,100,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),rlm,500,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),rlm,1000,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,4,tier4/task11,T4.1-2 Fixed-length chains (2Q),rlm,full,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,4,tier4/task12,T4.3-4 Longest chains (2Q),llm,100,5,5,0,5,1.0,1.0,0.0
gemini-3.7-flash,4,tier4/task12,T4.3-4 Longest chains (2Q),llm,500,5,5,0,5,1.0,1.0,0.0
