family,task_id,model_name,context_size,question_count,f1,cost_per_sample_usd,input_tokens_per_sample,output_tokens_per_sample
RLM,7,openai/gpt-5-mini,-1,5.0,0.7330899875249255,0.01692553,32346.6,6772.4
RLM,7,openai/gpt-5-mini,-1,5.0,0.7565167334466016,0.01764092,33029.6,6846.0
RLM,7,openai/gpt-5-mini,500,5.0,0.9414141414141416,0.01179377,21404.2,4785.2
RLM,7,openai/gpt-5-mini,500,5.0,0.935064935064935,0.01282062,22366.0,5207.2
RLM,7,openai/gpt-5-mini,500,5.0,0.9151515151515152,0.008643350000000001,13424.6,3507.6
RLM,7,openai/gpt-5-mini,500,5.0,0.9818181818181818,0.01013461,15117.0,4168.4
RLM,7,openai/gpt-5-mini,500,5.0,0.7984848484848485,0.01899882,40000.4,7402.4
RLM,7,openai/gpt-5-mini,100,5.0,0.8,0.029253450000000004,91674.6,11332.2
RLM,7,openai/gpt-5-mini,100,5.0,0.9666666666666666,0.008911140000000001,11854.8,3768.6
RLM,7,openai/gpt-5-mini,100,5.0,0.7206349206349206,0.01433329,28253.8,5538.6
RLM,7,openai/gpt-5-mini,100,5.0,0.8961038961038961,0.017585769999999997,33337.0,7298.4
RLM,7,openai/gpt-5-mini,100,5.0,1.0,0.01333826,28704.4,5051.0
LLM,8,openai/gpt-5-mini,500,2.0,0.21212121212121215,0.0135378,51948.0,6093.0
LLM,8,openai/gpt-5-mini,500,2.0,0.28571428571428575,0.0108758,51948.0,4762.0
LLM,8,openai/gpt-5-mini,500,2.0,0.0,0.0081998,51948.0,3424.0
LLM,8,openai/gpt-5-mini,500,2.0,0.24761904761904768,0.0149268,51948.0,6787.5
LLM,8,openai/gpt-5-mini,500,2.0,0.2159090909090909,0.021932,51948.0,4472.5
LLM,8,openai/gpt-5-mini,100,2.0,0.7444444444444445,0.010757425,10506.5,5239.0
LLM,8,openai/gpt-5-mini,100,2.0,0.7000000000000001,0.012239425,10506.5,5980.0
LLM,8,openai/gpt-5-mini,100,2.0,0.7727272727272727,0.010637425,10506.5,5179.0
LLM,8,openai/gpt-5-mini,100,2.0,0.7521367521367521,0.013474425,10506.5,6597.5
LLM,8,openai/gpt-5-mini,100,2.0,0.6111111111111112,0.010923625,10506.5,4148.5
CodeAct,8,openai/gpt-5-mini,500,2.0,0.08695652173913043,0.0152961,108278.0,5784.5
CodeAct,8,openai/gpt-5-mini,500,2.0,0.05,0.01751925,109517.0,6770.0
CodeAct,8,openai/gpt-5-mini,500,2.0,0.0,0.035353725,167700.5,8997.5
CodeAct,8,openai/gpt-5-mini,500,2.0,0.045454545454545456,0.015157975,107073.5,5866.0
CodeAct,8,openai/gpt-5-mini,500,2.0,0.1935483870967742,0.045593499999999995,142106.0,13961.5
CodeAct,8,openai/gpt-5-mini,100,2.0,0.8846153846153846,0.042548924999999994,74536.5,18531.0
CodeAct,8,openai/gpt-5-mini,100,2.0,0.9545454545454546,0.032055725,33800.5,14150.0
CodeAct,8,openai/gpt-5-mini,100,2.0,0.3484848484848485,0.034093825,55826.5,14835.0
CodeAct,8,openai/gpt-5-mini,100,2.0,0.8846153846153846,0.031386475,32619.5,13963.0
CodeAct,8,openai/gpt-5-mini,100,2.0,0.8391608391608392,0.03847275,52659.0,15066.0
RLM,8,openai/gpt-5-mini,-1,2.0,0.7629439799076378,0.024186675,21499.5,10579.5
RLM,8,openai/gpt-5-mini,-1,2.0,0.5209136960802475,0.01569725,54949.0,4904.0
RLM,8,openai/gpt-5-mini,-1,2.0,0.21434745030250651,0.029712825,103118.5,11089.0
RLM,8,openai/gpt-5-mini,-1,2.0,0.6289701622597946,0.0101964,23432.0,3494.0
RLM,8,openai/gpt-5-mini,-1,2.0,0.8026440427114041,0.014897975,20645.5,5703.5
RLM,8,openai/gpt-5-mini,500,2.0,0.8323232323232324,0.01352545,17569.0,5805.0
RLM,8,openai/gpt-5-mini,500,2.0,0.914004914004914,0.017374550000000002,21847.0,7382.0
RLM,8,openai/gpt-5-mini,500,2.0,0.5638888888888889,0.014453225,17998.5,6280.0
RLM,8,openai/gpt-5-mini,500,2.0,0.8181818181818181,0.00943415,9987.0,4001.5
RLM,8,openai/gpt-5-mini,500,2.0,0.7287390029325513,0.021762225,39186.5,8870.0
RLM,8,openai/gpt-5-mini,100,2.0,0.6691176470588235,0.024082274999999997,62167.5,9303.0
RLM,8,openai/gpt-5-mini,100,2.0,0.8712121212121211,0.01322505,16525.0,5612.5
RLM,8,openai/gpt-5-mini,100,2.0,0.8391608391608392,0.013703875,15011.5,5983.5
RLM,8,openai/gpt-5-mini,100,2.0,1.0,0.017418625,35794.5,6611.0
RLM,8,openai/gpt-5-mini,100,2.0,0.8712121212121211,0.021624575,42309.5,8526.0
LLM,9,openai/gpt-5-mini,500,4.0,0.2784090909090909,0.0091254375,51267.75,3914.25
LLM,9,openai/gpt-5-mini,500,4.0,0.3214285714285714,0.0091574375,51267.75,3930.25
LLM,9,openai/gpt-5-mini,500,4.0,0.29861111111111105,0.0091959375,51267.75,3949.5
LLM,9,openai/gpt-5-mini,500,4.0,0.3259615384615384,0.0110899375,51267.75,4896.5
LLM,9,openai/gpt-5-mini,500,4.0,0.37596153846153846,0.0211084375,51267.75,4145.75
LLM,9,openai/gpt-5-mini,100,4.0,0.8250000000000001,0.0111194625,10510.25,5408.75
LLM,9,openai/gpt-5-mini,100,4.0,0.6919191919191919,0.0118418625,10510.25,5780.75
LLM,9,openai/gpt-5-mini,100,4.0,0.4772727272727273,0.0093614625,10510.25,4529.75
LLM,9,openai/gpt-5-mini,100,4.0,0.8472222222222222,0.0123397625,10510.25,5734.5
LLM,9,openai/gpt-5-mini,100,4.0,0.6803571428571428,0.0159555625,10510.25,6664.0
CodeAct,9,openai/gpt-5-mini,500,4.0,0.16666666666666669,0.0193491,108772.0,7641.25
CodeAct,9,openai/gpt-5-mini,500,4.0,0.25,0.0287996625,112680.25,11878.0
CodeAct,9,openai/gpt-5-mini,500,4.0,0.3202075702075703,0.0255965125,107863.25,6511.75
CodeAct,9,openai/gpt-5-mini,500,4.0,0.3845755693581781,0.026741074999999996,151839.5,10515.0
CodeAct,9,openai/gpt-5-mini,500,4.0,0.4125,0.0443239375,143883.75,13032.5
CodeAct,9,openai/gpt-5-mini,100,4.0,0.75,0.0300995125,33151.25,13278.25
CodeAct,9,openai/gpt-5-mini,100,4.0,0.42424242424242425,0.0280687875,32456.75,12360.5
CodeAct,9,openai/gpt-5-mini,100,4.0,0.7400793650793651,0.031815825000000006,33526.5,14089.5
CodeAct,9,openai/gpt-5-mini,100,4.0,0.8131313131313131,0.0301990375,33027.75,13048.25
CodeAct,9,openai/gpt-5-mini,100,4.0,0.84375,0.032384225,33054.5,12967.5
RLM,9,openai/gpt-5-mini,-1,4.0,0.7511631973709286,0.017264324999999997,37566.5,6506.75
RLM,9,openai/gpt-5-mini,-1,4.0,0.4796657951952843,0.0236545125,70437.25,8401.0
RLM,9,openai/gpt-5-mini,-1,4.0,0.6973578050106541,0.022483775,60741.5,8214.0
RLM,9,openai/gpt-5-mini,-1,4.0,0.6072184401615587,0.017275825,32382.5,6476.5
RLM,9,openai/gpt-5-mini,-1,4.0,0.35496246719493224,0.031778312499999996,75671.25,11686.25
RLM,9,openai/gpt-5-mini,500,4.0,0.5953947368421053,0.029065312500000003,111917.25,10695.0
RLM,9,openai/gpt-5-mini,500,4.0,0.5733333333333334,0.0304224,108166.0,11043.25
RLM,9,openai/gpt-5-mini,500,4.0,0.7901570048309179,0.019128887499999997,41282.75,7640.5
RLM,9,openai/gpt-5-mini,500,4.0,0.875,0.01399475,28849.0,5515.25
RLM,9,openai/gpt-5-mini,500,4.0,0.713768115942029,0.01818655,37429.0,7028.25
RLM,9,openai/gpt-5-mini,100,4.0,0.8181818181818182,0.015246925,31204.5,6012.5
RLM,9,openai/gpt-5-mini,100,4.0,0.7991071428571429,0.015479575,25679.5,6290.25
RLM,9,openai/gpt-5-mini,100,4.0,0.7110389610389611,0.0093762375,17149.75,3718.0
RLM,9,openai/gpt-5-mini,100,4.0,0.5722222222222222,0.023436875000000003,63065.5,9253.25
RLM,9,openai/gpt-5-mini,100,4.0,0.7967171717171717,0.0087272625,15500.25,3376.5
LLM,10,openai/gpt-5-mini,500,5.0,0.530952380952381,0.008384530000000001,51374.6,3536.2
LLM,10,openai/gpt-5-mini,500,5.0,0.530952380952381,0.00894253,51374.6,3815.2
LLM,10,openai/gpt-5-mini,500,5.0,0.5615079365079365,0.00879973,51374.6,3743.8
LLM,10,openai/gpt-5-mini,500,5.0,0.5444444444444444,0.00882573,51374.6,3756.8
LLM,10,openai/gpt-5-mini,500,5.0,0.4809523809523809,0.01950085,51374.6,3328.6
LLM,10,openai/gpt-5-mini,100,5.0,0.6666666666666667,0.01032633,10509.8,5021.6
LLM,10,openai/gpt-5-mini,100,5.0,0.7544444444444445,0.01103313,10509.8,5375.0
LLM,10,openai/gpt-5-mini,100,5.0,0.6285714285714287,0.00800033,10509.8,3858.6
LLM,10,openai/gpt-5-mini,100,5.0,0.6698412698412699,0.01200393,10509.8,5860.4
LLM,10,openai/gpt-5-mini,100,5.0,0.7444444444444444,0.01284385,10509.8,5108.2
CodeAct,10,openai/gpt-5-mini,500,5.0,0.27222222222222225,0.02283891,109612.6,9321.4
CodeAct,10,openai/gpt-5-mini,500,5.0,0.23095238095238096,0.02291625,98253.8,8421.2
CodeAct,10,openai/gpt-5-mini,500,5.0,0.2904761904761905,0.01822555,118303.8,7126.4
CodeAct,10,openai/gpt-5-mini,500,5.0,0.2833333333333333,0.01965617,118826.6,7828.2
CodeAct,10,openai/gpt-5-mini,500,5.0,0.33095238095238094,0.0411694,112997.6,12263.2
CodeAct,10,openai/gpt-5-mini,100,5.0,0.664957264957265,0.03117025,35353.0,13786.8
CodeAct,10,openai/gpt-5-mini,100,5.0,0.5882905982905984,0.02819519,31832.6,12252.6
CodeAct,10,openai/gpt-5-mini,100,5.0,0.6444444444444445,0.026502199999999997,31311.2,11698.8
CodeAct,10,openai/gpt-5-mini,100,5.0,0.5930735930735931,0.03572702,39874.8,15566.2
CodeAct,10,openai/gpt-5-mini,100,5.0,0.5398989898989899,0.03511573,42102.6,14504.0
RLM,10,openai/gpt-5-mini,-1,5.0,0.430721643610027,0.01311594,14214.8,5460.8
RLM,10,openai/gpt-5-mini,-1,5.0,0.3907451008518411,0.015371479999999998,26152.8,6049.6
RLM,10,openai/gpt-5-mini,-1,5.0,0.4669819515393539,0.01397857,24245.8,5407.2
RLM,10,openai/gpt-5-mini,-1,5.0,0.5572438920604048,0.014690769999999995,29158.6,5552.4
RLM,10,openai/gpt-5-mini,-1,5.0,0.487183905674822,0.01596508,27444.0,6127.4
RLM,10,openai/gpt-5-mini,500,5.0,0.702608695652174,0.02501363,62919.8,9442.8
RLM,10,openai/gpt-5-mini,500,5.0,0.5682002208317998,0.01109242,15075.6,4548.8
RLM,10,openai/gpt-5-mini,500,5.0,0.78003663003663,0.01864891,37582.2,7417.4
RLM,10,openai/gpt-5-mini,500,5.0,0.7336553748318455,0.01243926,16425.2,5142.8
RLM,10,openai/gpt-5-mini,500,5.0,0.7270915032679739,0.01412012,21482.4,5636.2
RLM,10,openai/gpt-5-mini,100,5.0,0.7523310023310024,0.02149412,64349.6,8270.4
RLM,10,openai/gpt-5-mini,100,5.0,0.5361904761904762,0.02304464,51073.6,8697.8
RLM,10,openai/gpt-5-mini,100,5.0,0.6236874236874237,0.013616819999999998,18781.2,5679.0
RLM,10,openai/gpt-5-mini,100,5.0,0.7405483405483406,0.01208938,23686.8,4760.0
RLM,10,openai/gpt-5-mini,100,5.0,0.5982905982905983,0.01536193,23665.0,6096.6
LLM,10b,openai/gpt-5-mini,500,5.0,0.5944444444444444,0.00815435,51406.2,3425.8
LLM,10b,openai/gpt-5-mini,500,5.0,0.47777777777777775,0.00868475,51406.2,3691.0
LLM,10b,openai/gpt-5-mini,500,5.0,0.47777777777777775,0.00924235,51406.2,3969.8
LLM,10b,openai/gpt-5-mini,500,5.0,0.4222222222222222,0.00872835,51406.2,3712.8
LLM,10b,openai/gpt-5-mini,500,5.0,0.4166666666666667,0.01968155,51406.2,3415.0
LLM,10b,openai/gpt-5-mini,100,5.0,0.7282539682539683,0.00865158,10494.0,4186.2
LLM,10b,openai/gpt-5-mini,100,5.0,0.7862626262626262,0.01092118,10494.0,5321.0
LLM,10b,openai/gpt-5-mini,100,5.0,0.7282539682539683,0.009469580000000002,10494.0,4595.2
LLM,10b,openai/gpt-5-mini,100,5.0,0.744920634920635,0.00794758,10494.0,3834.2
LLM,10b,openai/gpt-5-mini,100,5.0,0.7282539682539683,0.0141035,10494.0,5740.0
CodeAct,10b,openai/gpt-5-mini,500,5.0,0.2,0.02224324,131349.6,7637.0
CodeAct,10b,openai/gpt-5-mini,500,5.0,0.38095238095238104,0.02019453,132062.6,7808.0
CodeAct,10b,openai/gpt-5-mini,500,5.0,0.23333333333333336,0.01874461,107782.6,6235.8
CodeAct,10b,openai/gpt-5-mini,500,5.0,0.27999999999999997,0.05424832,186670.4,22475.8
CodeAct,10b,openai/gpt-5-mini,500,5.0,0.2,0.0447216,141120.0,13562.4
CodeAct,10b,openai/gpt-5-mini,100,5.0,0.6785214785214786,0.04355857999999999,51397.2,18989.2
CodeAct,10b,openai/gpt-5-mini,100,5.0,0.6818181818181819,0.04618825,62045.8,20032.8
CodeAct,10b,openai/gpt-5-mini,100,5.0,0.7595959595959596,0.04533581,58824.2,19344.0
CodeAct,10b,openai/gpt-5-mini,100,5.0,0.6484848484848484,0.04622437999999999,65815.6,19815.8
CodeAct,10b,openai/gpt-5-mini,100,5.0,0.5818181818181818,0.05399732,76359.2,22200.0
RLM,10b,openai/gpt-5-mini,-1,5.0,0.1887021993772704,0.01718912,51510.4,5548.4
RLM,10b,openai/gpt-5-mini,-1,5.0,0.32325203489065973,0.017465229999999998,24191.8,6996.0
RLM,10b,openai/gpt-5-mini,-1,5.0,0.3605300193796236,0.02369321,49877.8,9093.8
RLM,10b,openai/gpt-5-mini,-1,5.0,0.1759475183698152,0.01919141,45752.2,6696.2
RLM,10b,openai/gpt-5-mini,-1,5.0,0.4857567018296553,0.01866646,42126.0,7103.0
RLM,10b,openai/gpt-5-mini,500,5.0,0.5613756613756613,0.02213486,55778.8,8801.0
RLM,10b,openai/gpt-5-mini,500,5.0,0.6272430184194889,0.031826320000000005,69764.8,12630.0
RLM,10b,openai/gpt-5-mini,500,5.0,0.6904761904761905,0.01706385,28321.0,7065.4
RLM,10b,openai/gpt-5-mini,500,5.0,0.6722222222222223,0.01653599,23291.8,6929.0
RLM,10b,openai/gpt-5-mini,500,5.0,0.5266748366013072,0.019694709999999997,38696.6,7325.8
RLM,10b,openai/gpt-5-mini,100,5.0,0.7232323232323232,0.01982518,48498.8,7772.8
RLM,10b,openai/gpt-5-mini,100,5.0,0.9134421134421136,0.02950545,132295.4,10729.4
RLM,10b,openai/gpt-5-mini,100,5.0,0.7636363636363637,0.01879061,52638.6,7031.8
RLM,10b,openai/gpt-5-mini,100,5.0,0.6707070707070707,0.01634866,31842.0,6279.2
RLM,10b,openai/gpt-5-mini,100,5.0,0.6484848484848484,0.018691019999999996,35071.6,7432.6
LLM,13,openai/gpt-5-mini,500,1.0,0.0,0.0028762,50612.0,742.0
LLM,13,openai/gpt-5-mini,500,1.0,0.0,0.0035962,50612.0,1102.0
LLM,13,openai/gpt-5-mini,500,1.0,0.04878048780487805,0.0077322,50612.0,3170.0
LLM,13,openai/gpt-5-mini,500,1.0,0.0,0.0028082,50612.0,708.0
LLM,13,openai/gpt-5-mini,500,1.0,0.0,0.014737,50612.0,1042.0
LLM,13,openai/gpt-5-mini,100,1.0,0.7692307692307692,0.0247777,11050.0,12246.0
LLM,13,openai/gpt-5-mini,100,1.0,0.8571428571428571,0.0413997,11050.0,20557.0
LLM,13,openai/gpt-5-mini,100,1.0,0.8333333333333333,0.0146117,11050.0,7163.0
LLM,13,openai/gpt-5-mini,100,1.0,0.6250000000000001,0.0331297,11050.0,16422.0
LLM,13,openai/gpt-5-mini,100,1.0,0.8333333333333333,0.0228985,11050.0,10068.0
CodeAct,13,openai/gpt-5-mini,500,1.0,0.7000000000000001,0.05553665,124169.0,23508.0
CodeAct,13,openai/gpt-5-mini,500,1.0,0.2727272727272727,0.0259229,110594.0,10398.0
CodeAct,13,openai/gpt-5-mini,500,1.0,0.3111111111111111,0.0229559,109870.0,9005.0
CodeAct,13,openai/gpt-5-mini,500,1.0,0.4799999999999999,0.03793715,116347.0,15686.0
CodeAct,13,openai/gpt-5-mini,500,1.0,0.23255813953488372,0.0254317,106170.0,5075.0
CodeAct,13,openai/gpt-5-mini,100,1.0,1.0,0.02741355,34163.0,11942.0
CodeAct,13,openai/gpt-5-mini,100,1.0,1.0,0.02773855,34039.0,12120.0
CodeAct,13,openai/gpt-5-mini,100,1.0,1.0,0.0281398,34124.0,12310.0
CodeAct,13,openai/gpt-5-mini,100,1.0,1.0,0.02795955,33979.0,12238.0
CodeAct,13,openai/gpt-5-mini,100,1.0,1.0,0.03082165,34029.0,12410.0
RLM,13,openai/gpt-5-mini,-1,1.0,1.0,0.00905265,34313.0,2426.0
RLM,13,openai/gpt-5-mini,-1,1.0,1.0,0.00921675,32531.0,2126.0
RLM,13,openai/gpt-5-mini,-1,1.0,1.0,0.0099932,33360.0,2929.0
RLM,13,openai/gpt-5-mini,-1,1.0,1.0,0.01262285,42565.0,2978.0
RLM,13,openai/gpt-5-mini,-1,1.0,1.0,0.008492949999999999,31935.0,1925.0
RLM,13,openai/gpt-5-mini,500,1.0,1.0,0.00473145,12841.0,1711.0
RLM,13,openai/gpt-5-mini,500,1.0,1.0,0.0046657,7802.0,1876.0
RLM,13,openai/gpt-5-mini,500,1.0,1.0,0.0039574499999999995,7825.0,1519.0
RLM,13,openai/gpt-5-mini,500,1.0,1.0,0.00368845,6845.0,1507.0
RLM,13,openai/gpt-5-mini,500,1.0,1.0,0.0048281,7178.0,1920.0
RLM,13,openai/gpt-5-mini,100,1.0,1.0,0.0039687,8014.0,1501.0
RLM,13,openai/gpt-5-mini,100,1.0,1.0,0.0040937000000000005,7290.0,1654.0
RLM,13,openai/gpt-5-mini,100,1.0,1.0,0.00481595,8171.0,1905.0
RLM,13,openai/gpt-5-mini,100,1.0,1.0,0.00419495,7615.0,1664.0
RLM,13,openai/gpt-5-mini,100,1.0,1.0,0.005674500000000001,10426.0,2254.0
LLM,14,openai/gpt-5-mini,500,1.0,0.0,0.00249015,52159.0,586.0
LLM,14,openai/gpt-5-mini,500,1.0,0.0,0.00226215,52159.0,472.0
LLM,14,openai/gpt-5-mini,500,1.0,0.0,0.00354415,52159.0,1113.0
LLM,14,openai/gpt-5-mini,500,1.0,0.02173913043478261,0.00485415,52159.0,1768.0
LLM,14,openai/gpt-5-mini,500,1.0,0.0,0.01432175,52159.0,641.0
LLM,14,openai/gpt-5-mini,100,1.0,0.10526315789473684,0.0102953,10642.0,4955.0
LLM,14,openai/gpt-5-mini,100,1.0,0.1818181818181818,0.0165433,10642.0,8079.0
LLM,14,openai/gpt-5-mini,100,1.0,0.27272727272727276,0.0109333,10642.0,5274.0
LLM,14,openai/gpt-5-mini,100,1.0,0.27272727272727276,0.0150973,10642.0,7356.0
LLM,14,openai/gpt-5-mini,100,1.0,0.4166666666666667,0.0175985,10642.0,7469.0
CodeAct,14,openai/gpt-5-mini,500,1.0,0.02173913043478261,0.0105923,107710.0,3554.0
CodeAct,14,openai/gpt-5-mini,500,1.0,0.0,0.00841515,52531.0,3502.0
CodeAct,14,openai/gpt-5-mini,500,1.0,0.043010752688172046,0.0800433,218282.0,33530.0
CodeAct,14,openai/gpt-5-mini,500,1.0,0.06382978723404255,0.0111198,108108.0,3768.0
CodeAct,14,openai/gpt-5-mini,500,1.0,0.043010752688172046,0.0225584,107872.0,3656.0
CodeAct,14,openai/gpt-5-mini,100,1.0,1.0,0.02836285,33301.0,12294.0
CodeAct,14,openai/gpt-5-mini,100,1.0,1.0,0.0284166,33140.0,12341.0
CodeAct,14,openai/gpt-5-mini,100,1.0,1.0,0.02870135,33047.0,12495.0
CodeAct,14,openai/gpt-5-mini,100,1.0,1.0,0.0295141,33706.0,12819.0
CodeAct,14,openai/gpt-5-mini,100,1.0,1.0,0.0303848,33304.0,12167.0
RLM,14,openai/gpt-5-mini,-1,1.0,1.0,0.0096826,19972.0,3540.0
RLM,14,openai/gpt-5-mini,-1,1.0,1.0,0.0112285,22218.0,3557.0
RLM,14,openai/gpt-5-mini,-1,1.0,1.0,0.01045755,35811.0,2970.0
RLM,14,openai/gpt-5-mini,-1,1.0,1.0,0.01242345,37145.0,3671.0
RLM,14,openai/gpt-5-mini,-1,1.0,1.0,0.0091565,18898.0,2216.0
RLM,14,openai/gpt-5-mini,500,1.0,1.0,0.006527949999999999,10227.0,2504.0
RLM,14,openai/gpt-5-mini,500,1.0,1.0,0.0089787,19366.0,3451.0
RLM,14,openai/gpt-5-mini,500,1.0,1.0,0.00791495,14887.0,3047.0
RLM,14,openai/gpt-5-mini,500,1.0,1.0,0.00679365,9533.0,2522.0
RLM,14,openai/gpt-5-mini,500,1.0,1.0,0.0061291,8966.0,2347.0
RLM,14,openai/gpt-5-mini,100,1.0,1.0,0.0052201999999999995,8180.0,2106.0
RLM,14,openai/gpt-5-mini,100,1.0,1.0,0.00792385,13793.0,3073.0
RLM,14,openai/gpt-5-mini,100,1.0,1.0,0.007513199999999999,14328.0,2916.0
RLM,14,openai/gpt-5-mini,100,1.0,1.0,0.00627845,8917.0,2543.0
RLM,14,openai/gpt-5-mini,100,1.0,1.0,0.00937045,20437.0,2649.0
LLM,15,openai/gpt-5-mini,500,1.0,0.0392156862745098,0.00941755,51299.0,4042.0
LLM,15,openai/gpt-5-mini,500,1.0,0.07547169811320754,0.01219555,51299.0,5431.0
