project,run_id,run_name,created_at,sample_id,metric,value
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,2,precision,0.9814449269640744
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,2,recall,1.0
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,2,f1,0.9906355847778444
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,3,precision,0.0
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,3,recall,0.0
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,3,f1,0.0
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,4,precision,0.0
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,4,recall,0.0
RLMs-Task6,lhfutsuj,splendid-leaf-20,2026-04-13T08:59:35Z,4,f1,0.0
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,0,precision,0.9220216606498196
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,0,recall,0.8955119214586256
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,0,f1,0.9085734614016364
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,1,precision,1.0
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,1,recall,0.9511111111111112
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,1,f1,0.9749430523917996
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,2,precision,0.99958796868562
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,2,recall,0.9758648431214804
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,2,f1,0.987583960920008
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,3,precision,0.0
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,3,recall,0.0
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,3,f1,0.0
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,4,precision,0.10014513788098692
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,4,recall,0.9078947368421052
RLMs-Task6,ynb4cdjc,giddy-plant-19,2026-04-13T08:36:07Z,4,f1,0.1803921568627451
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,0,precision,0.975376196990424
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,0,recall,1.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,0,f1,0.9875346260387812
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,1,precision,0.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,1,recall,0.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,1,f1,0.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,2,precision,0.5222140531456779
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,2,recall,1.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,2,f1,0.6861243358862898
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,3,precision,0.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,3,recall,0.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,3,f1,0.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,4,precision,0.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,4,recall,0.0
RLMs-Task6,tdp4v0hs,blooming-totem-18,2026-04-13T08:06:11Z,4,f1,0.0
