project,task_family,task_number,model_name,context_size,run_id,run_name,created_at,sample_id,metric,value,sample_cost_usd,run_samples_with_cost,run_total_cost_usd,run_avg_cost_per_sample_usd
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,ihm00hp5,spring-disco-7,2026-04-20T22:04:24Z,4,precision,0.0,0.08531505,5,0.3138056,0.06276112
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,ihm00hp5,spring-disco-7,2026-04-20T22:04:24Z,4,recall,0.0,0.08531505,5,0.3138056,0.06276112
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,ihm00hp5,spring-disco-7,2026-04-20T22:04:24Z,4,f1,0.0,0.08531505,5,0.3138056,0.06276112
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,0,precision,1.0,0.049940750000000006,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,0,recall,0.25,0.049940750000000006,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,0,f1,0.4,0.049940750000000006,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,1,precision,1.0,0.0668908,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,1,recall,0.8571428571428571,0.0668908,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,1,f1,0.923076923076923,0.0668908,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,2,precision,0.6363636363636364,0.11315265,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,2,recall,0.28,0.11315265,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,2,f1,0.3888888888888889,0.11315265,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,3,precision,0.0,0.06573169999999999,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,3,recall,0.0,0.06573169999999999,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,3,f1,0.0,0.06573169999999999,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,4,precision,1.0,0.09395615,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,4,recall,0.05,0.09395615,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,mj62mjpn,charmed-butterfly-5,2026-04-20T19:32:54Z,4,f1,0.09523809523809525,0.09395615,5,0.3896720500000001,0.07793441000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,0,precision,1.0,0.067481,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,0,recall,0.95,0.067481,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,0,f1,0.9743589743589745,0.067481,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,1,precision,1.0,0.0701833,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,1,recall,0.9047619047619048,0.0701833,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,1,f1,0.95,0.0701833,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,2,precision,0.0,0.0376684,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,2,recall,0.0,0.0376684,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,2,f1,0.0,0.0376684,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,3,precision,0.0,0.0559318,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,3,recall,0.0,0.0559318,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,3,f1,0.0,0.0559318,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,4,precision,0.0,0.0880407,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,4,recall,0.0,0.0880407,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,7iyj97nf,lively-night-3,2026-04-20T16:51:10Z,4,f1,0.0,0.0880407,5,0.3193052,0.06386104000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,0,precision,1.0,0.10113865,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,0,recall,0.95,0.10113865,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,0,f1,0.9743589743589745,0.10113865,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,1,precision,1.0,0.03669225,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,1,recall,0.9047619047619048,0.03669225,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,1,f1,0.95,0.03669225,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,2,precision,0.0,0.0393159,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,2,recall,0.0,0.0393159,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,2,f1,0.0,0.0393159,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,3,precision,1.0,0.04902275,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,3,recall,0.047619047619047616,0.04902275,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,3,f1,0.0909090909090909,0.04902275,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,4,precision,0.0,0.0479651,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,4,recall,0.0,0.0479651,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,100,8j91c04v,spring-vortex-1,2026-04-20T15:56:29Z,4,f1,0.0,0.0479651,5,0.27413465,0.05482693
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,0,precision,1.0,0.0293409,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,0,recall,0.0673076923076923,0.0293409,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,0,f1,0.12612612612612611,0.0293409,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,1,precision,0.0,0.0190311,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,1,recall,0.0,0.0190311,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,1,f1,0.0,0.0190311,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,2,precision,1.0,0.04143445,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,2,recall,0.02654867256637168,0.04143445,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,2,f1,0.05172413793103448,0.04143445,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,3,precision,0.0,0.0453654,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,3,recall,0.0,0.0453654,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,3,f1,0.0,0.0453654,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,4,precision,1.0,0.03342485,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,4,recall,0.01,0.03342485,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,62qk3nzw,spring-plasma-35,2026-04-25T09:24:26Z,4,f1,0.0198019801980198,0.03342485,5,0.1685967,0.03371934
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,0,precision,1.0,0.0254649,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,0,recall,0.019230769230769232,0.0254649,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,0,f1,0.03773584905660378,0.0254649,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,1,precision,0.0,0.01970405,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,1,recall,0.0,0.01970405,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,1,f1,0.0,0.01970405,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,2,precision,0.0,0.0155337,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,2,recall,0.0,0.0155337,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,2,f1,0.0,0.0155337,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,3,precision,0.0,0.038452999999999994,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,3,recall,0.0,0.038452999999999994,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,3,f1,0.0,0.038452999999999994,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,4,precision,0.0,0.0284631,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,4,recall,0.0,0.0284631,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,0evrmc7m,efficient-waterfall-34,2026-04-25T09:14:36Z,4,f1,0.0,0.0284631,5,0.12761874999999998,0.02552374999999999
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,0,precision,0.0,0.03343465,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,0,recall,0.0,0.03343465,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,0,f1,0.0,0.03343465,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,1,precision,0.0,0.03189105,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,1,recall,0.0,0.03189105,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,1,f1,0.0,0.03189105,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,2,precision,0.0,0.0121467,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,2,recall,0.0,0.0121467,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,2,f1,0.0,0.0121467,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,3,precision,0.0,0.0507812,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,3,recall,0.0,0.0507812,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,3,f1,0.0,0.0507812,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,4,precision,0.0,0.035474,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,4,recall,0.0,0.035474,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,2othp04s,treasured-meadow-33,2026-04-25T08:59:20Z,4,f1,0.0,0.035474,5,0.1637276,0.03274552
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,0,precision,1.0,0.0322806,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,0,recall,0.019230769230769232,0.0322806,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,0,f1,0.03773584905660378,0.0322806,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,1,precision,0.0,0.057225250000000005,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,1,recall,0.0,0.057225250000000005,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,1,f1,0.0,0.057225250000000005,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,2,precision,1.0,0.040589900000000005,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,2,recall,0.02654867256637168,0.040589900000000005,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,2,f1,0.05172413793103448,0.040589900000000005,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,3,precision,0.0,0.0247142,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,3,recall,0.0,0.0247142,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,3,f1,0.0,0.0247142,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,4,precision,0.0,0.1912481,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,4,recall,0.0,0.1912481,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,lmwywnwe,sweet-sponge-31,2026-04-25T07:33:38Z,4,f1,0.0,0.1912481,5,0.34605805,0.06921161
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,zn8gd1m4,dainty-music-29,2026-04-25T06:37:24Z,0,precision,0.0,0.0544753,5,0.2799478,0.05598956000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,zn8gd1m4,dainty-music-29,2026-04-25T06:37:24Z,0,recall,0.0,0.0544753,5,0.2799478,0.05598956000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,zn8gd1m4,dainty-music-29,2026-04-25T06:37:24Z,0,f1,0.0,0.0544753,5,0.2799478,0.05598956000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,zn8gd1m4,dainty-music-29,2026-04-25T06:37:24Z,1,precision,0.0,0.046110349999999994,5,0.2799478,0.05598956000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,zn8gd1m4,dainty-music-29,2026-04-25T06:37:24Z,1,recall,0.0,0.046110349999999994,5,0.2799478,0.05598956000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,zn8gd1m4,dainty-music-29,2026-04-25T06:37:24Z,1,f1,0.0,0.046110349999999994,5,0.2799478,0.05598956000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,zn8gd1m4,dainty-music-29,2026-04-25T06:37:24Z,2,precision,0.0,0.03060185,5,0.2799478,0.05598956000000001
CodeAct-Task6,CodeAct,6,openai/gpt-5-mini,500,zn8gd1m4,dainty-music-29,2026-04-25T06:37:24Z,2,recall,0.0,0.03060185,5,0.2799478,0.05598956000000001
